url,name
"http://www.douban.com/group/webmining/,http://www.douban.com/group/Mplus/,http://www.douban.com/group/384820/,http://www.douban.com/group/DeHuanLiu/,http://www.douban.com/group/128828/,http://www.douban.com/group/swarmagents/,http://www.douban.com/group/pku/,http://www.douban.com/group/pkusjc/,http://www.douban.com/group/ci-entropy/,http://www.douban.com/group/lzu/,http://www.douban.com/group/ereading/,http://www.douban.com/group/200246/,http://www.douban.com/group/macintosh/,http://www.douban.com/group/189486/,http://www.douban.com/group/geminigemini/,http://www.douban.com/group/freshmen/,http://www.douban.com/group/zhwikipedia/,http://www.douban.com/group/10036/,http://www.douban.com/group/swarmagents_AI/,http://www.douban.com/group/nine/,http://www.douban.com/group/utsz/,http://www.douban.com/group/212978/,http://www.douban.com/group/python/,http://www.douban.com/group/301979/,http://www.douban.com/group/295181/,http://www.douban.com/group/295180/,http://www.douban.com/group/291971/,http://www.douban.com/group/290942/,http://www.douban.com/group/mindmaps/,http://www.douban.com/group/256167/,http://www.douban.com/group/249209/,http://www.douban.com/group/yuxie/,http://www.douban.com/group/sns/,http://www.douban.com/group/ohmymedia/,http://www.douban.com/group/beiwang/,http://www.douban.com/group/chinanewsweek/,http://www.douban.com/group/lifeweelky/,http://www.douban.com/group/cheer/,http://www.douban.com/group/11403/,http://www.douban.com/group/Eco/,http://www.douban.com/group/dingding.wang/,http://www.douban.com/group/lifeway/,http://www.douban.com/group/mediabook/,http://www.douban.com/group/media/,http://www.douban.com/group/ustv/,http://www.douban.com/group/MR/,http://www.douban.com/group/km/,http://www.douban.com/group/processing/,http://www.douban.com/group/27885/,http://www.douban.com/group/cityu/,http://www.douban.com/group/philosophy/,http://www.douban.com/group/naruto/,http://www.douban.com/group/xinzhoukan/,http://www.douban.com/group/ftimes/,http://www.douban.com/group/forcode/,http://www.douban.com/group/10509/","互联网挖掘实验室,Mplus学习小组,你需要的生活经验,刘德寰,占星与玛法达星座运势,集智俱乐部,北京大学,北大传媒人,集智热力学与进化论读书小组,兰州大学,KINDLE,计算语言学,苹果迷,国际青年旅舍·中国,双子座,豆瓣学堂,维基百科 Wikipedia,我爱化妆品,集智AI(人工智能)讨论组,我们一起写论文,深圳大学城图书馆,NetLogo,Python编程,严耕望,曼波舞（MAMBO/SALSA）,Bachata舞,要是有/没有......就好了,分形(fractal)---上帝掷骰子吗,概念图&思维导图(心智圖),耶鲁大学开放课程 YALE open course,行为时间 计量,谢宇,Social Networking Service,媒介与传播研究,北望经济学园,中国新闻周刊,三联生活周刊,陈绮贞,日本俳句的美,The Economist,汪丁丁,生活小常识¤,传媒书评,传媒小组,美剧fans,marketing research,知识管理&时间管理,processing学习组,自然语言处理,香港城市大学,哲学人,火影忍者,新周刊,《金融时报》,奇思妙想,传播学"
