2,260.2040816326531
2,229.59183673469386
3,247.95918367346937
4,278.57142857142856
5,306.12244897959187
5,327.55102040816325
6,299.99999999999994
7,257.1428571428571
8,287.7551020408163
9,355.1020408163265
9,388.7755102040816
10,394.89795918367344
11,376.53061224489795
12,318.3673469387755
13,299.99999999999994
13,358.1632653061224
14,376.53061224489795
15,342.85714285714283
16,318.3673469387755
16,333.6734693877551
17,339.79591836734687
18,324.4897959183673
19,272.4489795918367
20,269.3877551020408
20,306.12244897959187
21,260.2040816326531
22,254.0816326530612
23,312.2448979591836
23,336.73469387755097
24,281.63265306122446
25,229.59183673469386
26,241.83673469387753
27,260.2040816326531
27,257.1428571428571
28,257.1428571428571
29,232.6530612244898
30,202.0408163265306
31,186.734693877551
31,180.6122448979592
32,174.48979591836735
33,180.6122448979592
34,192.85714285714283
34,183.67346938775506
35,175.5102040816326
36,202.0408163265306
37,214.28571428571425
38,198.97959183673467
38,208.16326530612244
39,232.6530612244898
40,266.3265306122449
41,260.2040816326531
42,238.7755102040816
42,244.89795918367344
43,229.59183673469386
44,217.34693877551018
45,232.6530612244898
45,241.83673469387753
46,244.89795918367344
47,229.59183673469386
48,220.4081632653061
49,247.95918367346937
49,269.3877551020408
50,235.71428571428572
51,202.0408163265306
52,206.12244897959175
52,229.59183673469386
53,254.0816326530612
54,257.1428571428571
55,235.71428571428572
56,226.53061224489795
56,251.02040816326527
57,348.9795918367347
58,562.740524781341
59,783.6734693877551
60,820.4081632653061
60,765.3061224489795
61,676.5306122448978
62,575.5102040816327
63,505.10204081632645
63,449.99999999999994
64,416.3265306122449
65,388.7755102040816
66,339.5604395604395
67,312.2448979591836
67,336.73469387755097
68,309.1836734693877
69,275.51020408163265
70,260.2040816326531
70,254.0816326530612
71,251.02040816326527
72,266.3265306122449
73,266.3265306122449
74,251.02040816326527
74,247.95918367346937
75,254.0816326530612
76,247.95918367346937
77,281.63265306122446
78,309.1836734693877
78,284.69387755102036
79,287.7551020408163
80,312.2448979591836
81,318.3673469387755
81,315.3061224489796
82,306.12244897959187
83,284.69387755102036
84,263.265306122449
85,269.3877551020408
85,269.3877551020408
86,272.4489795918367
87,275.51020408163265
88,281.63265306122446
89,293.87755102040813
89,287.7551020408163
90,275.51020408163265
91,272.4489795918367
92,260.2040816326531
92,254.0816326530612
93,281.63265306122446
94,287.7551020408163
95,260.2040816326531
96,254.0816326530612
96,272.4489795918367
97,266.3265306122449
98,290.81632653061223
99,315.3061224489796
99,299.99999999999994
100,284.69387755102036
101,312.2448979591836
102,315.3061224489796
103,281.63265306122446
103,263.265306122449
104,257.1428571428571
105,281.63265306122446
106,309.1836734693877
107,324.4897959183673
107,306.12244897959187
108,293.87755102040813
109,312.2448979591836
110,321.42857142857144
110,293.87755102040813
111,275.51020408163265
112,278.57142857142856
113,284.69387755102036
114,281.63265306122446
114,278.57142857142856
115,299.99999999999994
116,312.2448979591836
117,278.57142857142856
117,244.89795918367344
118,238.7755102040816
119,260.2040816326531
120,272.4489795918367
121,263.265306122449
121,251.02040816326527
122,272.4489795918367
123,293.87755102040813
124,287.7551020408163
125,278.57142857142856
125,287.7551020408163
126,299.99999999999994
127,290.81632653061223
128,263.265306122449
128,258.3673469387754
129,301.8367346938776
130,348.9795918367347
131,394.89795918367344
132,416.3265306122449
132,407.1428571428571
133,376.53061224489795
134,315.9183673469387
135,313.6577708006279
136,370.4081632653061
136,361.2244897959184
137,339.79591836734687
138,330.61224489795916
139,315.3061224489796
139,306.12244897959187
140,330.61224489795916
141,348.9795918367347
142,339.79591836734687
143,333.6734693877551
143,333.6734693877551
144,345.91836734693874
145,345.91836734693874
146,339.79591836734687
146,355.1020408163265
147,379.59183673469386
148,370.4081632653061
149,364.2857142857143
150,367.3469387755101
150,355.1020408163265
151,370.4081632653061
152,379.59183673469386
153,352.8061224489796
154,324.4897959183673
154,324.4897959183673
155,312.2448979591836
156,293.87755102040813
157,293.87755102040813
157,313.46938775510193
158,301.53061224489795
159,306.12244897959187
160,312.2448979591836
161,303.0612244897959
161,339.79591836734687
162,385.71428571428567
163,410.2040816326531
164,401.02040816326524
164,361.2244897959184
165,327.55102040816325
166,361.2244897959184
167,404.0816326530612
168,413.2653061224489
168,394.89795918367344
